,0,1,2,3,4,sentence
1534,1628,can you get me out of here,1663,FISCHER,166,can you get me out of here
1535,1629,right away.,1664,COBB,166,right away.
1536,1630,follow me.,1664,COBB,166,follow me.
1537,1631,hold on a second.,1671,FISHER,166,hold on a second.
1538,1632,jesus christ,1678,FISHER,166,jesus christ
1539,1633,what are you doing,1678,FISHER,166,what are you doing
1540,1634,"these men were sent here to abduct you, all right",1679,COBB,166,"these men were sent here to abduct you, all right"
1541,1635,"if you want my help, you have to remain calm.",1679,COBB,166,"if you want my help, you have to remain calm."
1542,1636,"i need you to work with me, mr. fischer.",1681,COBB,166,"i need you to work with me, mr. fischer."
1543,1637,"if this is a dream, i should just kill myself to wake up, right",1687,FISCHER,166,"if this is a dream, i should just kill myself to wake up, right"
1544,1638,"i wouldn't do that if i were you, mr. fischer.",1687,COBB,166,"i wouldn't do that if i were you, mr. fischer."
1545,1639,"i believe they have you sedated, and if you pull that trigger...",1688,COBB,166,"i believe they have you sedated, and if you pull that trigger..."
1546,1640,...you may not wake up.,1688,COBB,166,...you may not wake up.
1547,1641,you may go into a further dream state.,1689,COBB,166,you may go into a further dream state.
1548,1642,"now, you know what i'm talking about.",1689,COBB,166,"now, you know what i'm talking about."
1549,1643,you remember the training.,1690,COBB,166,you remember the training.
1550,1644,remember what i said to you.,1691,COBB,166,remember what i said to you.
1551,1645,give me the gun.,1692,COBB,169,give me the gun.
1552,1646, this room should be directly below 528,1697,ARTHUR,169, this room should be directly below 528
1553,1647, yeah.,1697,ARIADNE,169, yeah.
1554,1649,"think, mr. fischer, think.",1701,COBB,170,"think, mr. fischer, think."
1555,1650,what do you remember from before this dream,1701,COBB,170,what do you remember from before this dream
1556,1651,"there was, um, a lot of gunfire.",1701,FISHER,170,"there was, um, a lot of gunfire."
1557,1652,there was rain.,1701,FISHER,170,there was rain.
1558,1653,uncle peter.,1701,FISCHER,170,uncle peter.
1559,1654," oh, my god, we've been kidnapped.",1701,FISCHER,170," oh, my god, we've been kidnapped."
1560,1655, where were they holding you,1701,COBB,170, where were they holding you
1561,1656, they had us in the back of a van.,1702,FISCHER,170, they had us in the back of a van.
1562,1657, that explains the gravity shifts.,1702,FISCHER,170, that explains the gravity shifts.
1563,1658,you're in the back of a van.,1703,FISCHER,170,you're in the back of a van.
1564,1659,keep going.,1703,COBB,170,keep going.
1565,1660,"it had something to do with, um...",1704,FISCHER,170,"it had something to do with, um..."
1566,1661,something to do with a safe.,1704,FISCHER,170,something to do with a safe.
1567,1662,"god, why is it so hard to remember",1704,FISCHER,170,"god, why is it so hard to remember"
1568,1663,it's like trying to remember a dream after you've woken up.,1705,COBB,170,it's like trying to remember a dream after you've woken up.
1569,1664,"listen, it takes years of practice.",1705,COBB,170,"listen, it takes years of practice."
1570,1665,you and browning have been pulled into this dream...,1705,COBB,170,you and browning have been pulled into this dream...
1571,1666,...because they're trying to steal something from your mind.,1705,COBB,170,...because they're trying to steal something from your mind.
1572,1667,i need you to focus and try and remember what that is.,1707,COBB,170,i need you to focus and try and remember what that is.
1573,1668,"what is it, mr. fischer",1708,COBB,170,"what is it, mr. fischer"
1574,1669,think,1708,COBB,170,think
1575,1670,a combination.,1709,FISCHER,170,a combination.
1576,1671,they demanded the first numbers to pop into my head.,1709,FISCHER,170,they demanded the first numbers to pop into my head.
1577,1672,they're trying to extract a number from your subconscious.,1709,COBB,170,they're trying to extract a number from your subconscious.
1578,1673,it can represent anything.,1711,COBB,170,it can represent anything.
1579,1674,we're in a hotel right now.,1711,COBB,170,we're in a hotel right now.
1580,1675,we should try hotel rooms.,1711,COBB,170,we should try hotel rooms.
1581,1676,"what was the number, mr. fischer",1711,COBB,170,"what was the number, mr. fischer"
1582,1677,try and remember for me.,1712,COBB,170,try and remember for me.
1583,1678,this is very important.,1712,COBB,170,this is very important.
1584,1679,five.,1712,FISCHER,170,five.
1585,1680,"five, two...",1712,FISCHER,170,"five, two..."
1586,1681,"it was something, it was a long number.",1712,COBB,170,"it was something, it was a long number."
1587,1682,that's good.,1713,COBB,170,that's good.
1588,1683,we can start there.,1713,COBB,170,we can start there.
1589,1684,fifth floor.,1713,COBB,170,fifth floor.
1590,1685,yep.,1714,COBB,170,yep.
1591,1686, so do you use a timer,1716,ARIADNE,171, so do you use a timer
1592,1687," no, i have to judge it for myself.",1716,ARTHUR,171," no, i have to judge it for myself."
1593,1688,"while you're all asleep in 528, i wait for yusuf's kick.",1717,ARTHUR,171,"while you're all asleep in 528, i wait for yusuf's kick."
1594,1689," well, how will you know",1718,ARIADNE,171," well, how will you know"
1595,1690, his music warns me.,1718,ARIADNE,171, his music warns me.
1596,1691,"and then when the van hits the barrier of the bridge, that should be unmistakable.",1719,ARTHUR,171,"and then when the van hits the barrier of the bridge, that should be unmistakable."
1597,1692,so we get a nice synchronized kick.,1720,ARTHUR,171,so we get a nice synchronized kick.
1598,1693,"if it's too soon, we won't get pulled out.",1720,ARTHUR,171,"if it's too soon, we won't get pulled out."
1599,1694,"but if it's too late, i won't be able to drop us.",1720,ARTHUR,171,"but if it's too late, i won't be able to drop us."
1600,1695," well, why not",1721,ARIADNE,171," well, why not"
1601,1696, because the van will be in freefall.,1721,ARTHUR,171, because the van will be in freefall.
1602,1697, can't drop you without gravity.,1723,ARTHUR,171, can't drop you without gravity.
1603,1698, right.,1723,ARIADNE,171, right.
1604,1699,they're with me.,1726,COBB,172,they're with me.
1605,1700,go on.,1726,COBB,172,go on.
1606,1701,mr. charles.,1734,ARTHUR,172,mr. charles.
1607,1702," do you know what that is, mr. fischer",1735,COBB,172," do you know what that is, mr. fischer"
1608,1703," yeah, i think so.",1735,FISCHER,172," yeah, i think so."
1609,1704,they were trying to put you under.,1738,COBB,172,they were trying to put you under.
1610,1705, i'm already under.,1738,FISCHER,172, i'm already under.
1611,1706, under again.,1738,COBB,172, under again.
1612,1707,"what do you mean, a dream within a dream",1740,FISCHER,172,"what do you mean, a dream within a dream"
1613,1708,hey.,1741,SAITO,172,hey.
1614,1709,i see you've changed.,1741,SAITO,172,i see you've changed.
1615,1710,i'm sorry,1742,COBB,173,i'm sorry
1616,1711,"oh, i'm sorry.",1744,SAITO,173,"oh, i'm sorry."
1617,1712,i mistook you for a friend.,1744,SAITO,174,i mistook you for a friend.
1618,1713,oh.,1744,BROWNING,174,oh.
1619,1714,"goodlooking fellow, i'm sure.",1744,BROWNING,174,"goodlooking fellow, i'm sure."
1620,1715,"no, no, no.",1745,EAMES,174,"no, no, no."
1621,1716,that's fischer's projection of browning.,1745,EAMES,174,that's fischer's projection of browning.
1622,1717,let's follow him and see how he behaves.,1745,EAMES,174,let's follow him and see how he behaves.
1623,1718, why,1745,SAITO,174, why
1624,1719, because how he acts will tell us...,1745,EAMES,174, because how he acts will tell us...
1625,1720,...if fischer is starting to suspect his motives the way we want him to.,1745,EAMES,174,...if fischer is starting to suspect his motives the way we want him to.
1626,1721,shh.,1746,ARTHUR,174,shh.
1627,1723, uncle peter.,1750,FISCHER,174, uncle peter.
1628,1724, you said you were kidnapped together,1750,COBB,174, you said you were kidnapped together
1629,1725,"well, not exactly.",1752,FISCHER,174,"well, not exactly."
1630,1726,they already had him.,1752,FISCHER,174,they already had him.
1631,1727,they were torturing him.,1752,FISCHER,174,they were torturing him.
1632,1728,and you saw them torture him,1753,COBB,174,and you saw them torture him
1633,1729,the kidnappers are working for you,1756,FISCHER,174,the kidnappers are working for you
1634,1730,robert.,1757,BROWNING,174,robert.
1635,1731,you're trying to get that safe open,1758,FISCHER,174,you're trying to get that safe open
1636,1732,to get the alternate will,1758,FISCHER,174,to get the alternate will
1637,1733,fischer morrow has been my entire life.,1759,BROWNING,174,fischer morrow has been my entire life.
1638,1734,i can't let you destroy it.,1759,BROWNING,174,i can't let you destroy it.
1639,1735,i'm not gonna throw away my inheritance.,1760,FISCHER,174,i'm not gonna throw away my inheritance.
1640,1736,i couldn't let you rise to your father's last taunt.,1761,BROWNING,174,i couldn't let you rise to your father's last taunt.
1641,1737, what taunt,1763,FISCHER,174, what taunt
1642,1738," the will, robert.",1763,BROWNING,174," the will, robert."
1643,1739,that will,1763,BROWNING,174,that will
1644,1740,that's his last insult.,1764,BROWNING,174,that's his last insult.
1645,1741,a challenge for you to build something for yourself...,1765,BROWNING,174,a challenge for you to build something for yourself...
1646,1742,...by telling you you're not worthy of his accomplishments.,1766,BROWNING,174,...by telling you you're not worthy of his accomplishments.
1647,1743," what, but that he was, um, disappointed",1767,FISCHER,174," what, but that he was, um, disappointed"
1648,1744, i'm sorry.,1767,BROWNING,174, i'm sorry.
1649,1745,but he's wrong.,1768,BROWNING,174,but he's wrong.
1650,1746,you can build a better company than he ever did.,1768,BROWNING,174,you can build a better company than he ever did.
1651,1747,mr. fischer,1769,COBB,174,mr. fischer
1652,1748,he's lying.,1769,COBB,174,he's lying.
1653,1749, how do you know,1769,FISCHER,174, how do you know
1654,1750," trust me, it's what i do.",1769,COBB,174," trust me, it's what i do."
1655,1751,"he's hiding something, and we need to find out what that is.",1770,COBB,174,"he's hiding something, and we need to find out what that is."
1656,1752,i need you to do the same thing to him that he was going to do to you.,1772,COBB,174,i need you to do the same thing to him that he was going to do to you.
1657,1753,we'll enter his subconscious and find out what he doesn't want you to know.,1773,COBB,174,we'll enter his subconscious and find out what he doesn't want you to know.
1658,1754,all right.,1773,FISCHER,174,all right.
1659,1756,he's out.,1776,ARTHUR,174,he's out.
1660,1757, wait.,1776,ARIADNE,174, wait.
1661,1758,whose subconscious are we going into exactly,1777,ARIADNE,174,whose subconscious are we going into exactly
1662,1759,we're going into fischer's.,1777,COBB,174,we're going into fischer's.
1663,1760,i told him it was browning's so he'd be a part of our team.,1777,COBB,174,i told him it was browning's so he'd be a part of our team.
1664,1761,he's gonna help us break into his own subconscious.,1778,ARTHUR,174,he's gonna help us break into his own subconscious.
1665,1762,that's right.,1779,COBB,174,that's right.
1666,1763,security's gonna run you down hard.,1780,EAMES,174,security's gonna run you down hard.
1667,1764,and i will lead them on a merry chase.,1781,COBB,174,and i will lead them on a merry chase.
1668,1765, just be back before the kick.,1782,EAMES,174, just be back before the kick.
1669,1766," go to sleep, mr. eames.",1782,COBB,174," go to sleep, mr. eames."
1670,1767,you good,1784,ARTHUR,174,you good
1671,1768,hey.,1784,ARTHUR,174,hey.
1672,1769,you ready,1784,ARTHUR,174,you ready
1673,1770,"yes, yes.",1784,COBB,174,"yes, yes."
1674,1771,i'm fine.,1784,COBB,174,i'm fine.
1675,1772,i'm ready.,1784,COBB,174,i'm ready.
1676,1773,cobb,1785,ARIADNE (O.S.),175,cobb
1677,1774,cobb,1786,ARIADNE (O.S.),175,cobb
1678,1775,what's down there,1786,ARIADNE,175,what's down there
1679,1776,"hopefully, the truth we want fischer to learn.",1787,COBB,175,"hopefully, the truth we want fischer to learn."
1680,1777,"i mean, what's down there for you",1787,ARIADNE,175,"i mean, what's down there for you"
1681,1788,did you see that,1866,YUSUF,175,did you see that
1682,1789,"eames, this is your dream.",1871,COBB,175,"eames, this is your dream."
1683,1790,"i need you to draw the security away from the complex, understand",1872,COBB,175,"i need you to draw the security away from the complex, understand"
1684,1791, who guides fischer in,1872,EAMES,175, who guides fischer in
1685,1792,not me.,1872,COBB,175,not me.
1686,1793,"if i know the route, everything could be compromised.",1874,COBB,175,"if i know the route, everything could be compromised."
1687,1794, i designed the place.,1875,ARIADNE,175, i designed the place.
1688,1795,"no, you're with me.",1875,COBB,175,"no, you're with me."
1689,1796,i could do it.,1876,SAITO (O.S.),175,i could do it.
1690,1797,all right.,1879,COBB,175,all right.
1691,1798,brief him on the route into the complex.,1879,COBB,175,brief him on the route into the complex.
1692,1799," fischer, you'll be going with him.",1880,COBB,175," fischer, you'll be going with him."
1693,1800, all right.,1880,FISCHER,175, all right.
1694,1801,what about you,1880,FISCHER,175,what about you
1695,1802,you keep this live.,1882,COBB,175,you keep this live.
1696,1803,i'll be listening in the whole time.,1882,COBB,175,i'll be listening in the whole time.
1697,1804,the windows on that upper floor are big enough for me to cover you from that tower.,1885,COBB,175,the windows on that upper floor are big enough for me to cover you from that tower.
1698,1805,you're not coming in,1887,FISCHER,175,you're not coming in
1699,1806,in order to find out the truth about your father...,1888,COBB,175,in order to find out the truth about your father...
1700,1807,...you're gonna need to break into browning's mind on your own.,1888,COBB,175,...you're gonna need to break into browning's mind on your own.
1701,1808,"come on, fischer",1889,SAITO,175,"come on, fischer"
1702,1812," go, go, go",1912,SECURITY,184," go, go, go"
1703,1813,move,1913,SECURITY,185,move
1704,1814,go,1915,SECURITY,189,go
1705,1816,sod it.,1922,YUSUF,189,sod it.
1706,1817,i hope you're ready.,1929,YUSUF,189,i hope you're ready.
1707,1820,"no, it's too soon.",1932,ARTHUR,190,"no, it's too soon."
1708,1822,"cobb, do you hear that",1935,EAMES,191,"cobb, do you hear that"
1709,1823,"i first noticed it about 20 minutes ago, i thought it was the wind up here.",1936,EAMES,192,"i first noticed it about 20 minutes ago, i thought it was the wind up here."
1710,1824,"yeah, i hear it.",1938,COBB,192,"yeah, i hear it."
1711,1825,it's music.,1938,COBB,193,it's music.
1712,1826,"so, what do we do",1939,EAMES,193,"so, what do we do"
1713,1827,we move fast.,1940,COBB,193,we move fast.
1714,1828,yusuf's 10 seconds from the jump.,1943,COBB,193,yusuf's 10 seconds from the jump.
1715,1829,which gives arthur three minutes.,1946,COBB,194,which gives arthur three minutes.
1716,1830, hey,1949,ARTHUR,195, hey
1717,1831, that's him,1949,SECURITY,195, that's him
1718,1832, which gives us what,1951,COBB,195, which gives us what
1719,1833, sixty minutes.,1951,ARIADNE,195, sixty minutes.
1720,1834, can they make that route in an hour,1952,COBB,195, can they make that route in an hour
1721,1835, they have to climb to the terrace.,1952,ARIADNE,195, they have to climb to the terrace.
1722,1836,"then they need a new route, a more direct route.",1954,COBB,195,"then they need a new route, a more direct route."
1723,1838,it's designed as a labyrinth.,1964,ARIADNE,195,it's designed as a labyrinth.
1724,1839,there must be access routes that cut through the maze.,1965,COBB,195,there must be access routes that cut through the maze.
1725,1840,eames,1965,COBB,195,eames
1726,1842,did eames add any features,1979,COBB,197,did eames add any features
1727,1843,i don't think i should tell you.,1980,ARIADNE,197,i don't think i should tell you.
1728,1844,we don't have time for this.,1981,COBB,197,we don't have time for this.
1729,1845,did he add anything,1981,COBB,197,did he add anything
1730,1846,he added an airduct system...,1982,ARIADNE,197,he added an airduct system...
1731,1847,...that can cut through the maze.,1982,ARIADNE,197,...that can cut through the maze.
1732,1848, good.,1982,COBB,197, good.
1733,1849,explain it to them.,1982,COBB,197,explain it to them.
1734,1851,paradox.,2005,ARTHUR,198,paradox.
1735,1854,what was that,2035,ARIADNE,208,what was that
1736,1855, the kick.,2035,COBB,208, the kick.
1737,1856,cobb,2037,EAMES,208,cobb
1738,1857,"cobb, did we miss it",2037,EAMES,208,"cobb, did we miss it"
1739,1858,"yeah, we missed it.",2038,EAMES,208,"yeah, we missed it."
1740,1859,man,2039,FISCHER,208,man
1741,1860,couldn't someone have dreamt up a goddamn beach,2039,FISCHER,209,couldn't someone have dreamt up a goddamn beach
1742,1861,huh,2039,FISCHER,209,huh
1743,1862,uhhuh.,2039,FISCHER,209,uhhuh.
1744,1863,"over radio well, what the hell do we do now",2040,EAMES,209,"over radio well, what the hell do we do now"
1745,1864,we finish the job before the next kick.,2040,COBB,209,we finish the job before the next kick.
1746,1865, what next kick,2042,EAMES,209, what next kick
1747,1866, when the van hits the water.,2042,COBB,210, when the van hits the water.
1748,1869,how do i drop you without gravity,2053,ARTHUR,210,how do i drop you without gravity
1749,1870,"arthur has a couple minutes, and we have about 20.",2055,COBB,210,"arthur has a couple minutes, and we have about 20."
1750,1872,you okay,2064,FISCHER,213,you okay
1751,1874,turn around,2066,SOLDIER,213,turn around
1752,1875,move to base,2066,SOLDIER,213,move to base
1753,1876,move to base,2066,SOLDIER,213,move to base
1754,1877,"go, go, go",2067,SOLDIER,213,"go, go, go"
1755,1878,there's something wrong.,2069,EAMES,213,there's something wrong.
1756,1879,"they're heading your way, like they know something.",2069,EAMES,216,"they're heading your way, like they know something."
1757,1880,"just buy us more time, all right",2070,COBB,216,"just buy us more time, all right"
1758,1881, come on,2070,COBB,216, come on
1759,1882, on my way.,2070,ARIADNE,216, on my way.
1760,1883,come on,2072,SOLDIER,216,come on
1761,1884,move,2072,SOLDIER,216,move
1762,1887,all right.,2111,ARTHUR,216,all right.
1763,1889,okay.,2115,ARIADNE,216,okay.
1764,1890,that's the antechamber outside the strong room.,2115,ARIADNE,216,that's the antechamber outside the strong room.
1765,1891, does the strong room have windows,2117,COBB,216, does the strong room have windows
1766,1892, it wouldn't be very strong if it did.,2117,ARIADNE,216, it wouldn't be very strong if it did.
1767,1893,let's hope fischer likes what he finds in there.,2119,COBB,216,let's hope fischer likes what he finds in there.
1768,1894, are those projections his subconscious,2123,ARIADNE,216, are those projections his subconscious
1769,1895, yes.,2123,COBB,216, yes.
1770,1896, are you destroying parts of his mind,2126,ARIADNE,216, are you destroying parts of his mind
1771,1897, no.,2126,COBB,216, no.
1772,1898,they're just projections.,2126,COBB,216,they're just projections.
1773,1901, we're here.,2133,FISCHER,217, we're here.
1774,1902," you're clear, but hurry.",2133,COBB,218," you're clear, but hurry."
1775,1903,there's an entire army headed your way.,2134,COBB,218,there's an entire army headed your way.
1776,1904,i'm in.,2141,FISCHER,221,i'm in.
1777,1907,there he is.,2142,SOLDIER,225,there he is.
1778,1908, there's someone in there.,2164,COBB,225, there's someone in there.
1779,1909," fischer, it's a trap.",2164,ARIADNE,225," fischer, it's a trap."
1780,1910,get out.,2164,ARIADNE,225,get out.
1781,1911,come on.,2167,COBB,227,come on.
1782,1912,"come on, a little lower.",2167,COBB,227,"come on, a little lower."
1783,1913,cobb.,2171,ARIADNE,227,cobb.
1784,1914,"no, she is not real.",2172,ARIADNE,227,"no, she is not real."
1785,1915,how do you know that,2173,COBB,227,how do you know that
1786,1916,she is just a projection.,2175,FISCHER,228,she is just a projection.
1787,1917,fischer.,2175,ARIADNE,228,fischer.
1788,1918,fischer is real.,2175,ARIADNE,228,fischer is real.
1789,1920,hello.,2178,MAL,229,hello.
1790,1921,eames,2182,ARIADNE,229,eames
1791,1922,"eames, get to the antechamber now",2182,ARIADNE,229,"eames, get to the antechamber now"
1792,1923,what happened,2197,EAMES,235,what happened
1793,1924, mal killed fischer.,2197,ARIADNE,235, mal killed fischer.
1794,1925,i couldn't shoot her.,2199,COBB,235,i couldn't shoot her.
1795,1926,there's no use in reviving him.,2200,COBB,235,there's no use in reviving him.
1796,1927,his mind's already trapped down there.,2200,COBB,235,his mind's already trapped down there.
1797,1928,it's all over.,2201,COBB,235,it's all over.
1798,1929,"so that's it, then",2202,EAMES,235,"so that's it, then"
1799,1930,we failed,2202,EAMES,235,we failed
1800,1931,we're done.,2203,EAMES,235,we're done.
1801,1932,i'm sorry.,2203,COBB,235,i'm sorry.
1802,1933,"it's not me that doesn't get back to my family, is it",2204,EAMES,235,"it's not me that doesn't get back to my family, is it"
1803,1934,shame.,2208,EAMES,235,shame.
1804,1935,i wanted to know what was gonna happen in there.,2208,EAMES,235,i wanted to know what was gonna happen in there.
1805,1936,i swear we had this.,2208,EAMES,235,i swear we had this.
1806,1937,let's set the charges.,2209,EAMES,235,let's set the charges.
1807,1938,"no, there's still another way.",2212,ARIADNE,235,"no, there's still another way."
1808,1939, we have to follow fischer down there.,2214,ARIADNE,235, we have to follow fischer down there.
1809,1940, not enough time.,2214,EAMES,235, not enough time.
1810,1941,"no, but there will be enough time down there.",2216,ARIADNE,235,"no, but there will be enough time down there."
1811,1942,and we will find him.,2218,ARIADNE,235,and we will find him.
1812,1943,"okay, as soon as arthur's music kicks in, just use the defibrillator to revive him.",2218,ARIADNE,235,"okay, as soon as arthur's music kicks in, just use the defibrillator to revive him."
1813,1944,we can give him his own kick down below.,2218,ARIADNE,235,we can give him his own kick down below.
1814,1945,"look, you get him in there.",2220,ARIADNE,235,"look, you get him in there."
1815,1946,"as soon as the music ends, you blow up the hospital...",2220,ARIADNE,235,"as soon as the music ends, you blow up the hospital..."
1816,1947,...and we all ride the kick back up the layers.,2220,ARIADNE,235,...and we all ride the kick back up the layers.
1817,1948,"it's worth a shot, if saito can hold the guards off while i set the charges.",2221,EAMES,235,"it's worth a shot, if saito can hold the guards off while i set the charges."
1818,1949,"saito will never make it, will he",2223,COBB,235,"saito will never make it, will he"
1819,1950," cobb, come on.",2224,ARIADNE,235," cobb, come on."
1820,1951,we've gotta try this.,2224,ARIADNE,235,we've gotta try this.
1821,1952, go for it.,2224,EAMES,235, go for it.
1822,1953,"if you are not back before the kick, i am gone with or without you.",2225,EAMES,235,"if you are not back before the kick, i am gone with or without you."
1823,1954,she's right.,2225,COBB,235,she's right.
1824,1955,she's right.,2225,COBB,235,she's right.
1825,1956,come on.,2225,COBB,235,come on.
1826,1957,let's go.,2225,COBB,235,let's go.
1827,1958,can i trust you to do what needs to happen here,2226,ARIADNE,235,can i trust you to do what needs to happen here
1828,1959,mal's gonna be down there.,2226,ARIADNE,235,mal's gonna be down there.
1829,1960,i know where to find her.,2227,COBB,235,i know where to find her.
1830,1961,she'll have fischer.,2227,COBB,235,she'll have fischer.
1831,1962, how do you know,2229,ARIADNE,235, how do you know
1832,1963, because she wants me to come after him.,2229,COBB,235, because she wants me to come after him.
1833,1964,she wants me back down there with her.,2229,COBB,235,she wants me back down there with her.
1834,1965,all right,2236,COBB,235,all right
1835,1966, this is your world,2239,ARIADNE,236, this is your world
1836,1967, it was.,2239,COBB,236, it was.
1837,1968,and this is where she'll be.,2240,COBB,236,and this is where she'll be.
1838,1969,come on.,2240,EAMES,238,come on.
1839,1971,saito.,2253,EAMES,238,saito.
1840,1972,saito.,2253,EAMES,238,saito.
1841,1973,"i need you to take care of fischer while i go set some charges, okay",2255,EAMES,238,"i need you to take care of fischer while i go set some charges, okay"
1842,1974,no room for tourists on these jobs.,2256,SAITO,240,no room for tourists on these jobs.
1843,1975,don't be silly.,2259,EAMES,240,don't be silly.
1844,1976,you built all this,2268,ARIADNE,240,you built all this
1845,1977,this is incredible.,2268,ARIADNE,240,this is incredible.
1846,1978,we built for years.,2269,COBB,240,we built for years.
1847,1979,then we started in on the memories.,2269,COBB,240,then we started in on the memories.
1848,1980,this way.,2273,COBB,240,this way.
1849,1981,this was our neighborhood.,2284,COBB,240,this was our neighborhood.
1850,1982,places from our past.,2285,COBB,240,places from our past.
1851,1983,that was our first apartment.,2286,COBB,240,that was our first apartment.
1852,1984,then we moved to that building right there.,2286,COBB,240,then we moved to that building right there.
1853,1985,"after mal became pregnant, that became our home.",2287,COBB,240,"after mal became pregnant, that became our home."
1854,1986,you reconstructed all of this from memory,2288,ARIADNE,240,you reconstructed all of this from memory
1855,1987,"like i told you, we had lots of time.",2289,COBB,240,"like i told you, we had lots of time."
1856,1988,what is that,2290,ARIADNE,240,what is that
1857,1989,that's the house mal grew up in.,2292,COBB,240,that's the house mal grew up in.
1858,1990," well, will she be in there",2293,ARIADNE,240," well, will she be in there"
1859,1991, no.,2293,COBB,240, no.
1860,1992,come on.,2293,COBB,240,come on.
1861,1993,"we both wanted to live in a house, but we loved this type of building.",2294,COBB,241,"we both wanted to live in a house, but we loved this type of building."
1862,1994,"in the real world, we'd have to choose, but not here.",2295,COBB,241,"in the real world, we'd have to choose, but not here."
1863,2001,how are we gonna bring fischer back,2303,ARIADNE,242,how are we gonna bring fischer back
1864,2002,we're gonna have to come up with some kind of a kick.,2304,COBB,242,we're gonna have to come up with some kind of a kick.
1865,2003,what,2305,ARIADNE,242,what
1866,2004,i'm gonna improvise.,2307,COBB,242,i'm gonna improvise.
1867,2005,"listen, there's something you should know about me.",2308,COBB,242,"listen, there's something you should know about me."
1868,2006,about inception.,2308,COBB,242,about inception.
1869,2009,an idea is like a virus.,2315,COBB,242,an idea is like a virus.
1870,2010,resilient.,2315,COBB,243,resilient.
1871,2011,highly contagious.,2315,COBB,243,highly contagious.
1872,2012,and the smallest seed of an idea can grow.,2316,COBB,243,and the smallest seed of an idea can grow.
1873,2013,it can grow to define...,2317,COBB,243,it can grow to define...
1874,2014,...or destroy you.,2317,COBB,243,...or destroy you.
1875,2015,"the smallest idea, such as",2318,MAL,243,"the smallest idea, such as"
1876,2016,your world is not real.,2319,MAL,243,your world is not real.
1877,2017,simple little thought that changes everything.,2320,MAL,243,simple little thought that changes everything.
1878,2018,so certain of your world.,2321,MAL,245,so certain of your world.
1879,2019,of what's real.,2321,MAL,245,of what's real.
1880,2020,do you think he is,2322,MAL,245,do you think he is
1881,2021,or do you think he's as lost as i was,2322,MAL,245,or do you think he's as lost as i was
1882,2022,"i know what's real, mal.",2323,COBB,245,"i know what's real, mal."
1883,2023,no creeping doubts,2325,MAL,245,no creeping doubts
1884,2024,"not feeling persecuted, dom",2325,MAL,245,"not feeling persecuted, dom"
1885,2025,chased around the globe...,2325,MAL,245,chased around the globe...
1886,2026,...by anonymous corporations and police forces...,2325,MAL,245,...by anonymous corporations and police forces...
1887,2027,...the way the projections persecute the dreamer,2326,MAL,245,...the way the projections persecute the dreamer
1888,2028,admit it.,2327,MAL,245,admit it.
1889,2029,you don't believe in one reality anymore.,2327,MAL,245,you don't believe in one reality anymore.
1890,2030,so choose.,2327,MAL,245,so choose.
1891,2031,choose to be here.,2328,MAL,245,choose to be here.
1892,2032,choose me.,2328,MAL,245,choose me.
1893,2034,you know what i have to do.,2344,COBB,245,you know what i have to do.
1894,2035,i have to get back to our children because you left them.,2344,COBB,245,i have to get back to our children because you left them.
1895,2036,because you left us.,2346,COBB,245,because you left us.
1896,2037, you're wrong.,2347,MAL,245, you're wrong.
1897,2038,i'm not wrong.,2347,COBB,245,i'm not wrong.
1898,2039,you're confused.,2347,MAL,245,you're confused.
1899,2040,our children are here.,2347,MAL,245,our children are here.
1900,2041,"and you'd like to see their faces again, wouldn't you",2348,MAL,245,"and you'd like to see their faces again, wouldn't you"
1901,2042,"yes, but i'm gonna see them up above, mal.",2350,COBB,245,"yes, but i'm gonna see them up above, mal."
1902,2047,up above,2358,MAL,249,up above
1903,2048,listen to yourself.,2359,MAL,249,listen to yourself.
1904,2049,these are our children.,2359,MAL,249,these are our children.
1905,2050,watch.,2360,MAL,249,watch.
1906,2052,james phillipa,2361,MAL,249,james phillipa
1907,2053,"don't do this, mal.",2362,COBB,249,"don't do this, mal."
1908,2054,please.,2362,COBB,249,please.
1909,2055,those aren't my children.,2362,COBB,249,those aren't my children.
1910,2056,"you keep telling yourself that, but you don't believe it.",2363,MAL,249,"you keep telling yourself that, but you don't believe it."
1911,2057," no, i know it.",2364,COBB,249," no, i know it."
1912,2058, what if you're wrong,2364,MAL,249, what if you're wrong
1913,2059,what if i'm what's real,2366,MAL,249,what if i'm what's real
1914,2060,you keep telling yourself what you know.,2367,MAL,249,you keep telling yourself what you know.
1915,2061,but what do you believe,2369,MAL,249,but what do you believe
1916,2062,what do you feel,2369,MAL,249,what do you feel
1917,2063,guilt.,2370,COBB,249,guilt.
1918,2064,"i feel guilt, mal.",2370,COBB,249,"i feel guilt, mal."
1919,2065,"and no matter what i do, no matter how hopeless i am...",2370,COBB,249,"and no matter what i do, no matter how hopeless i am..."
1920,2066,"...no matter how confused, that guilt is always there...",2370,COBB,249,"...no matter how confused, that guilt is always there..."
1921,2067,...reminding me of the truth.,2371,COBB,249,...reminding me of the truth.
1922,2068,what truth,2371,MAL,249,what truth
1923,2069,that the idea that caused you to question your reality came from me.,2372,COBB,249,that the idea that caused you to question your reality came from me.
1924,2070,you planted the idea in my mind,2373,MAL,249,you planted the idea in my mind
1925,2071,what is she talking about,2374,ARIADNE,249,what is she talking about
